DNI;PLAZOMESESCREDITO;HISTORIALCREDITO;PROPOSITOCREDITO;MONTOCREDITO;SALDOCUENTAAHORROS;TIEMPOEMPLEO;TASAPAGO;ESTADOCIVILYSEXO;GARANTE;AVALUOVIVIENDA;ACTIVOS;EDAD;VIVIENDA;CANTIDADCREDITOSEXISTENTES;EMPLEO;TRABAJADOREXTRANJERO;TIPOCLIENTE
104600750;15;A32;A41;3029.0;A61;A74;2.0;A93;A101;2.0;A123;33;A152;1;A173;A201;1
104600751;6;A32;A42;428.0;A61;A75;2.0;A92;A101;1.0;A122;49;A152;1;A173;A201;1
104600752;18;A32;A40;976.0;A61;A72;1.0;A92;A101;2.0;A123;23;A152;1;A172;A201;2
104600753;12;A32;A49;841.0;A62;A74;2.0;A92;A101;4.0;A121;23;A151;1;A172;A201;1
104600754;30;A34;A43;5771.0;A61;A74;4.0;A92;A101;2.0;A123;25;A152;2;A173;A201;1
104600755;12;A33;A45;1555.0;A64;A75;4.0;A93;A101;4.0;A124;55;A153;2;A173;A201;2
104600756;24;A32;A40;1285.0;A65;A74;4.0;A92;A101;4.0;A124;32;A151;1;A173;A201;2
104600757;6;A34;A40;1299.0;A61;A73;1.0;A93;A101;1.0;A121;74;A152;3;A171;A202;1
104600758;15;A34;A43;1271.0;A65;A73;3.0;A93;A101;4.0;A124;39;A153;2;A173;A201;2
104600759;24;A32;A40;1393.0;A61;A73;2.0;A93;A103;2.0;A121;31;A152;1;A173;A201;1
104600760;12;A34;A40;691.0;A61;A75;4.0;A93;A101;3.0;A122;35;A152;2;A173;A201;2
104600761;15;A34;A40;5045.0;A65;A75;1.0;A92;A101;4.0;A123;59;A152;1;A173;A201;1
104600762;18;A34;A42;2124.0;A61;A73;4.0;A92;A101;4.0;A121;24;A151;2;A173;A201;2
104600763;12;A32;A43;2214.0;A61;A73;4.0;A93;A101;3.0;A122;24;A152;1;A172;A201;1
104600764;21;A34;A40;12680.0;A65;A75;4.0;A93;A101;4.0;A124;30;A153;1;A174;A201;2
104600765;24;A34;A40;2463.0;A62;A74;4.0;A94;A101;3.0;A122;27;A152;2;A173;A201;1
104600766;12;A32;A43;1155.0;A61;A75;3.0;A94;A103;3.0;A121;40;A152;2;A172;A201;1
104600767;30;A32;A42;3108.0;A61;A72;2.0;A91;A101;4.0;A122;31;A152;1;A172;A201;2
104600768;10;A32;A41;2901.0;A65;A72;1.0;A92;A101;4.0;A121;31;A151;1;A173;A201;1
104600769;12;A34;A42;3617.0;A61;A75;1.0;A93;A101;4.0;A123;28;A151;3;A173;A201;1
104600770;12;A34;A43;1655.0;A61;A75;2.0;A93;A101;4.0;A121;63;A152;2;A172;A201;1
104600771;24;A32;A41;2812.0;A65;A75;2.0;A92;A101;4.0;A121;26;A151;1;A173;A201;1
104600772;36;A34;A46;8065.0;A61;A73;3.0;A92;A101;2.0;A124;25;A152;2;A174;A201;2
104600773;21;A34;A41;3275.0;A61;A75;1.0;A93;A101;4.0;A123;36;A152;1;A174;A201;1
104600774;24;A34;A43;2223.0;A62;A75;4.0;A93;A101;4.0;A122;52;A152;2;A173;A201;1
104600775;12;A34;A40;1480.0;A63;A71;2.0;A93;A101;4.0;A124;66;A153;3;A171;A201;1
104600776;24;A32;A40;1371.0;A65;A73;4.0;A92;A101;4.0;A121;25;A151;1;A173;A201;2
104600777;36;A34;A40;3535.0;A61;A74;4.0;A93;A101;4.0;A123;37;A152;2;A173;A201;1
104600778;18;A32;A43;3509.0;A61;A74;4.0;A92;A103;1.0;A121;25;A152;1;A173;A201;1
104600779;36;A34;A41;5711.0;A64;A75;4.0;A93;A101;2.0;A123;38;A152;2;A174;A201;1
104600780;18;A32;A45;3872.0;A61;A71;2.0;A92;A101;4.0;A123;67;A152;1;A173;A201;1
104600781;39;A34;A43;4933.0;A61;A74;2.0;A93;A103;2.0;A121;25;A152;2;A173;A201;2
104600782;24;A34;A40;1940.0;A64;A75;4.0;A93;A101;4.0;A121;60;A152;1;A173;A201;1
104600783;12;A30;A48;1410.0;A61;A73;2.0;A93;A101;2.0;A121;31;A152;1;A172;A201;1
104600784;12;A32;A40;836.0;A62;A72;4.0;A92;A101;2.0;A122;23;A152;1;A172;A201;2
104600785;20;A32;A41;6468.0;A65;A71;1.0;A91;A101;4.0;A121;60;A152;1;A174;A201;1
104600786;18;A32;A49;1941.0;A64;A73;4.0;A93;A101;2.0;A122;35;A152;1;A172;A201;1
104600787;22;A32;A43;2675.0;A63;A75;3.0;A93;A101;4.0;A123;40;A152;1;A173;A201;1
104600788;48;A34;A41;2751.0;A65;A75;4.0;A93;A101;3.0;A123;38;A152;2;A173;A201;1
104600789;48;A33;A46;6224.0;A61;A75;4.0;A93;A101;4.0;A124;50;A153;1;A173;A201;2
104600790;40;A34;A46;5998.0;A61;A73;4.0;A93;A101;3.0;A124;27;A152;1;A173;A201;2
104600791;21;A32;A49;1188.0;A61;A75;2.0;A92;A101;4.0;A122;39;A152;1;A173;A201;2
104600792;24;A32;A41;6313.0;A65;A75;3.0;A93;A101;4.0;A123;41;A152;1;A174;A201;1
104600793;6;A34;A42;1221.0;A65;A73;1.0;A94;A101;2.0;A122;27;A152;2;A173;A201;1
104600794;24;A32;A42;2892.0;A61;A75;3.0;A91;A101;4.0;A124;51;A153;1;A173;A201;1
104600795;24;A32;A42;3062.0;A63;A75;4.0;A93;A101;3.0;A124;32;A151;1;A173;A201;1
104600796;9;A32;A42;2301.0;A62;A72;2.0;A92;A101;4.0;A122;22;A151;1;A173;A201;1
104600797;18;A32;A41;7511.0;A65;A75;1.0;A93;A101;4.0;A122;51;A153;1;A173;A201;2
104600798;12;A34;A42;1258.0;A61;A72;2.0;A92;A101;4.0;A122;22;A151;2;A172;A201;1
104600799;24;A33;A40;717.0;A65;A75;4.0;A94;A101;4.0;A123;54;A152;2;A173;A201;1
104600800;9;A32;A40;1549.0;A65;A72;4.0;A93;A101;2.0;A121;35;A152;1;A171;A201;1
104600801;24;A34;A46;1597.0;A61;A75;4.0;A93;A101;4.0;A124;54;A153;2;A173;A201;1
104600802;18;A34;A43;1795.0;A61;A75;3.0;A92;A103;4.0;A121;48;A151;2;A172;A201;1
104600803;20;A34;A42;4272.0;A61;A75;1.0;A92;A101;4.0;A122;24;A152;2;A173;A201;1
104600804;12;A34;A43;976.0;A65;A75;4.0;A93;A101;4.0;A123;35;A152;2;A173;A201;1
104600805;12;A32;A40;7472.0;A65;A71;1.0;A92;A101;2.0;A121;24;A151;1;A171;A201;1
104600806;36;A32;A40;9271.0;A61;A74;2.0;A93;A101;1.0;A123;24;A152;1;A173;A201;2
104600807;6;A32;A43;590.0;A61;A72;3.0;A94;A101;3.0;A121;26;A152;1;A172;A202;1
104600808;12;A34;A43;930.0;A65;A75;4.0;A93;A101;4.0;A121;65;A152;4;A173;A201;1
104600809;42;A31;A41;9283.0;A61;A71;1.0;A93;A101;2.0;A124;55;A153;1;A174;A201;1
104600810;15;A30;A40;1778.0;A61;A72;2.0;A92;A101;1.0;A121;26;A151;2;A171;A201;2
104600811;8;A32;A49;907.0;A61;A72;3.0;A94;A101;2.0;A121;26;A152;1;A173;A201;1
104600812;6;A32;A43;484.0;A61;A74;3.0;A94;A103;3.0;A121;28;A152;1;A172;A201;1
104600813;36;A34;A41;9629.0;A61;A74;4.0;A93;A101;4.0;A123;24;A152;2;A173;A201;2
104600814;48;A32;A44;3051.0;A61;A73;3.0;A93;A101;4.0;A123;54;A152;1;A173;A201;2
104600815;48;A32;A40;3931.0;A61;A74;4.0;A93;A101;4.0;A124;46;A153;1;A173;A201;2
104600816;36;A33;A40;7432.0;A61;A73;2.0;A92;A101;2.0;A122;54;A151;1;A173;A201;1
104600817;6;A32;A44;1338.0;A63;A73;1.0;A91;A101;4.0;A121;62;A152;1;A173;A201;1
104600818;6;A34;A43;1554.0;A61;A74;1.0;A92;A101;2.0;A123;24;A151;2;A173;A201;1
104600819;36;A32;A410;15857.0;A61;A71;2.0;A91;A102;3.0;A123;43;A152;1;A174;A201;1
104600820;18;A32;A43;1345.0;A61;A73;4.0;A94;A101;3.0;A121;26;A152;1;A173;A201;2
104600821;12;A32;A40;1101.0;A61;A73;3.0;A94;A101;2.0;A121;27;A152;2;A173;A201;1
104600822;12;A32;A43;3016.0;A61;A73;3.0;A94;A101;1.0;A123;24;A152;1;A173;A201;1
104600823;36;A32;A42;2712.0;A61;A75;2.0;A93;A101;2.0;A122;41;A152;1;A173;A201;2
104600824;8;A34;A40;731.0;A61;A75;4.0;A93;A101;4.0;A121;47;A152;2;A172;A201;1
104600825;18;A34;A42;3780.0;A61;A72;3.0;A91;A101;2.0;A123;35;A152;2;A174;A201;1
104600826;21;A34;A40;1602.0;A61;A75;4.0;A94;A101;3.0;A123;30;A152;2;A173;A201;1
104600827;18;A34;A40;3966.0;A61;A75;1.0;A92;A101;4.0;A121;33;A151;3;A173;A201;2
104600828;18;A30;A49;4165.0;A61;A73;2.0;A93;A101;2.0;A123;36;A152;2;A173;A201;2
104600829;36;A32;A41;8335.0;A65;A75;3.0;A93;A101;4.0;A124;47;A153;1;A173;A201;2
104600830;48;A33;A49;6681.0;A65;A73;4.0;A93;A101;4.0;A124;38;A153;1;A173;A201;1
104600831;24;A33;A49;2375.0;A63;A73;4.0;A93;A101;2.0;A123;44;A152;2;A173;A201;1
104600832;18;A32;A40;1216.0;A61;A72;4.0;A92;A101;3.0;A123;23;A151;1;A173;A201;2
104600833;45;A30;A49;11816.0;A61;A75;2.0;A93;A101;4.0;A123;29;A151;2;A173;A201;2
104600834;24;A32;A43;5084.0;A65;A75;2.0;A92;A101;4.0;A123;42;A152;1;A173;A201;1
104600835;15;A32;A43;2327.0;A61;A72;2.0;A92;A101;3.0;A121;25;A152;1;A172;A201;2
104600836;12;A30;A40;1082.0;A61;A73;4.0;A93;A101;4.0;A123;48;A152;2;A173;A201;2
104600837;12;A32;A43;886.0;A65;A73;4.0;A92;A101;2.0;A123;21;A152;1;A173;A201;1
104600838;4;A32;A42;601.0;A61;A72;1.0;A92;A101;3.0;A121;23;A151;1;A172;A201;1
104600839;24;A34;A41;2957.0;A61;A75;4.0;A93;A101;4.0;A122;63;A152;2;A173;A201;1
104600840;24;A34;A43;2611.0;A61;A75;4.0;A94;A102;3.0;A121;46;A152;2;A173;A201;1
104600841;36;A32;A42;5179.0;A61;A74;4.0;A93;A101;2.0;A122;29;A152;1;A173;A201;2
104600842;21;A33;A41;2993.0;A61;A73;3.0;A93;A101;2.0;A121;28;A152;2;A172;A201;1
104600843;18;A32;A45;1943.0;A61;A72;4.0;A92;A101;4.0;A121;23;A152;1;A173;A201;2
104600844;24;A31;A49;1559.0;A61;A74;4.0;A93;A101;4.0;A123;50;A152;1;A173;A201;1
104600845;18;A32;A42;3422.0;A61;A75;4.0;A93;A101;4.0;A122;47;A152;3;A173;A201;1
104600846;21;A32;A42;3976.0;A65;A74;2.0;A93;A101;3.0;A123;35;A152;1;A173;A201;1
104600847;18;A32;A40;6761.0;A65;A73;2.0;A93;A101;4.0;A123;68;A151;2;A173;A201;2
104600848;24;A32;A40;1249.0;A61;A72;4.0;A94;A101;2.0;A121;28;A152;1;A173;A201;1
104600849;9;A32;A43;1364.0;A61;A74;3.0;A93;A101;4.0;A121;59;A152;1;A173;A201;1
104600850;12;A32;A43;709.0;A61;A75;4.0;A93;A101;4.0;A121;57;A152;1;A172;A201;2
104600851;20;A34;A40;2235.0;A61;A73;4.0;A94;A103;2.0;A122;33;A151;2;A173;A202;2
104600852;24;A34;A41;4042.0;A65;A74;3.0;A93;A101;4.0;A122;43;A152;2;A173;A201;1
104600853;15;A34;A43;1471.0;A61;A73;4.0;A93;A101;4.0;A124;35;A153;2;A173;A201;1
104600854;18;A31;A40;1442.0;A61;A74;4.0;A93;A101;4.0;A124;32;A153;2;A172;A201;2
104600855;36;A33;A40;10875.0;A61;A75;2.0;A93;A101;2.0;A123;45;A152;2;A173;A201;1
104600856;24;A32;A40;1474.0;A62;A72;4.0;A94;A101;3.0;A121;33;A152;1;A173;A201;1
104600857;10;A32;A48;894.0;A65;A74;4.0;A92;A101;3.0;A122;40;A152;1;A173;A201;1
104600858;15;A34;A42;3343.0;A61;A73;4.0;A93;A101;2.0;A124;28;A153;1;A173;A201;1
104600859;15;A32;A40;3959.0;A61;A73;3.0;A92;A101;2.0;A122;29;A152;1;A173;A201;2
104600860;9;A32;A40;3577.0;A62;A73;1.0;A93;A103;2.0;A121;26;A151;1;A173;A202;1
104600861;24;A34;A41;5804.0;A64;A73;4.0;A93;A101;2.0;A121;27;A152;2;A173;A201;1
104600862;18;A33;A49;2169.0;A61;A73;4.0;A94;A101;2.0;A123;28;A152;1;A173;A201;2
104600863;24;A32;A43;2439.0;A61;A72;4.0;A92;A101;4.0;A121;35;A152;1;A173;A201;2
104600864;27;A34;A42;4526.0;A64;A72;4.0;A93;A101;2.0;A121;32;A152;2;A172;A201;1
104600865;10;A32;A42;2210.0;A61;A73;2.0;A93;A101;2.0;A121;25;A151;1;A172;A201;2
104600866;15;A32;A42;2221.0;A63;A73;2.0;A92;A101;4.0;A123;20;A151;1;A173;A201;1
104600867;18;A32;A43;2389.0;A61;A72;4.0;A92;A101;1.0;A123;27;A152;1;A173;A201;1
104600868;12;A34;A42;3331.0;A61;A75;2.0;A93;A101;4.0;A122;42;A152;1;A173;A201;1
104600869;36;A32;A49;7409.0;A65;A75;3.0;A93;A101;2.0;A122;37;A152;2;A173;A201;1
104600870;12;A32;A42;652.0;A61;A75;4.0;A92;A101;4.0;A122;24;A151;1;A173;A201;1
104600871;36;A33;A42;7678.0;A63;A74;2.0;A92;A101;4.0;A123;40;A152;2;A173;A201;1
104600872;6;A34;A40;1343.0;A61;A75;1.0;A93;A101;4.0;A121;46;A152;2;A173;A202;1
104600873;24;A34;A49;1382.0;A62;A74;4.0;A93;A101;1.0;A121;26;A152;2;A173;A201;1
104600874;15;A32;A44;874.0;A65;A72;4.0;A92;A101;1.0;A121;24;A152;1;A173;A201;1
104600875;12;A32;A42;3590.0;A61;A73;2.0;A93;A102;2.0;A122;29;A152;1;A172;A201;1
104600876;11;A34;A40;1322.0;A64;A73;4.0;A92;A101;4.0;A123;40;A152;2;A173;A201;1
104600877;18;A31;A43;1940.0;A61;A72;3.0;A93;A102;4.0;A124;36;A153;1;A174;A201;1
104600878;36;A32;A43;3595.0;A61;A75;4.0;A93;A101;2.0;A123;28;A152;1;A173;A201;1
104600879;9;A32;A40;1422.0;A61;A72;3.0;A93;A101;2.0;A124;27;A153;1;A174;A201;2
104600880;30;A34;A43;6742.0;A65;A74;2.0;A93;A101;3.0;A122;36;A152;2;A173;A201;1
104600881;24;A32;A41;7814.0;A61;A74;3.0;A93;A101;3.0;A123;38;A152;1;A174;A201;1
104600882;24;A32;A41;9277.0;A65;A73;2.0;A91;A101;4.0;A124;48;A153;1;A173;A201;1
104600883;30;A34;A40;2181.0;A65;A75;4.0;A93;A101;4.0;A121;36;A152;2;A173;A201;1
104600884;18;A34;A43;1098.0;A61;A71;4.0;A92;A101;4.0;A123;65;A152;2;A171;A201;1
104600885;24;A32;A42;4057.0;A61;A74;3.0;A91;A101;3.0;A123;43;A152;1;A173;A201;2
104600886;12;A32;A46;795.0;A61;A72;4.0;A92;A101;4.0;A122;53;A152;1;A173;A201;2
104600887;24;A34;A49;2825.0;A65;A74;4.0;A93;A101;3.0;A124;34;A152;2;A173;A201;1
104600888;48;A32;A49;15672.0;A61;A73;2.0;A93;A101;2.0;A123;23;A152;1;A173;A201;2
104600889;36;A34;A40;6614.0;A61;A75;4.0;A93;A101;4.0;A123;34;A152;2;A174;A201;1
104600890;28;A31;A41;7824.0;A65;A72;3.0;A93;A103;4.0;A121;40;A151;2;A173;A201;1
104600891;27;A34;A49;2442.0;A61;A75;4.0;A93;A101;4.0;A123;43;A152;4;A174;A201;1
104600892;15;A34;A43;1829.0;A61;A75;4.0;A93;A101;4.0;A123;46;A152;2;A173;A201;1
104600893;12;A34;A40;2171.0;A61;A73;4.0;A93;A101;4.0;A122;38;A152;2;A172;A202;1
104600894;36;A34;A41;5800.0;A61;A73;3.0;A93;A101;4.0;A123;34;A152;2;A173;A201;1
104600895;18;A34;A43;1169.0;A65;A73;4.0;A93;A101;3.0;A122;29;A152;2;A173;A201;1
104600896;36;A33;A41;8947.0;A65;A74;3.0;A93;A101;2.0;A123;31;A152;1;A174;A201;1
104600897;21;A32;A43;2606.0;A61;A72;4.0;A92;A101;4.0;A122;28;A151;1;A174;A201;1
104600898;12;A34;A42;1592.0;A64;A74;3.0;A92;A101;2.0;A122;35;A152;1;A173;A202;1
104600899;15;A32;A42;2186.0;A65;A74;1.0;A92;A101;4.0;A121;33;A151;1;A172;A201;1
104600900;18;A32;A42;4153.0;A61;A73;2.0;A93;A102;3.0;A123;42;A152;1;A173;A201;2
104600901;16;A34;A40;2625.0;A61;A75;2.0;A93;A103;4.0;A122;43;A151;1;A173;A201;2
104600902;20;A34;A40;3485.0;A65;A72;2.0;A91;A101;4.0;A121;44;A152;2;A173;A201;1
104600903;36;A34;A41;10477.0;A65;A75;2.0;A93;A101;4.0;A124;42;A153;2;A173;A201;1
104600904;15;A32;A43;1386.0;A65;A73;4.0;A94;A101;2.0;A121;40;A151;1;A173;A201;1
104600905;24;A32;A43;1278.0;A61;A75;4.0;A93;A101;1.0;A121;36;A152;1;A174;A201;1
104600906;12;A32;A43;1107.0;A61;A73;2.0;A93;A101;2.0;A121;20;A151;1;A174;A201;1
104600907;21;A32;A40;3763.0;A65;A74;2.0;A93;A102;2.0;A121;24;A152;1;A172;A202;1
104600908;36;A32;A46;3711.0;A65;A73;2.0;A94;A101;2.0;A123;27;A152;1;A173;A201;1
104600909;15;A33;A41;3594.0;A61;A72;1.0;A92;A101;2.0;A122;46;A152;2;A172;A201;1
104600910;9;A32;A40;3195.0;A65;A73;1.0;A92;A101;2.0;A121;33;A152;1;A172;A201;1
104600911;36;A33;A43;4454.0;A61;A73;4.0;A92;A101;4.0;A121;34;A152;2;A173;A201;1
104600912;24;A34;A42;4736.0;A61;A72;2.0;A92;A101;4.0;A123;25;A152;1;A172;A201;2
104600913;30;A32;A43;2991.0;A65;A75;2.0;A92;A101;4.0;A123;25;A152;1;A173;A201;1
104600914;11;A32;A49;2142.0;A64;A75;1.0;A91;A101;2.0;A121;28;A152;1;A173;A201;1
104600915;24;A31;A49;3161.0;A61;A73;4.0;A93;A101;2.0;A122;31;A151;1;A173;A201;2
104600916;48;A30;A410;18424.0;A61;A73;1.0;A92;A101;2.0;A122;32;A152;1;A174;A202;2
104600917;10;A32;A41;2848.0;A62;A73;1.0;A93;A102;2.0;A121;32;A152;1;A173;A201;1
104600918;6;A32;A40;14896.0;A61;A75;1.0;A93;A101;4.0;A124;68;A152;1;A174;A201;2
104600919;24;A32;A42;2359.0;A62;A71;1.0;A91;A101;1.0;A122;33;A152;1;A173;A201;2
104600920;24;A32;A42;3345.0;A61;A75;4.0;A93;A101;2.0;A122;39;A151;1;A174;A201;2
104600921;18;A34;A42;1817.0;A61;A73;4.0;A92;A101;2.0;A124;28;A152;2;A173;A201;1
104600922;48;A33;A43;12749.0;A63;A74;4.0;A93;A101;1.0;A123;37;A152;1;A174;A201;1
104600923;9;A32;A43;1366.0;A61;A72;3.0;A92;A101;4.0;A122;22;A151;1;A173;A201;2
104600924;12;A32;A40;2002.0;A61;A74;3.0;A93;A101;4.0;A122;30;A151;1;A173;A201;1
104600925;24;A31;A42;6872.0;A61;A72;2.0;A91;A101;1.0;A122;55;A152;1;A173;A201;2
104600926;12;A31;A40;697.0;A61;A72;4.0;A93;A101;2.0;A123;46;A152;2;A173;A201;2
104600927;18;A34;A42;1049.0;A61;A72;4.0;A92;A101;4.0;A122;21;A151;1;A173;A201;1
104600928;48;A32;A41;10297.0;A61;A74;4.0;A93;A101;4.0;A124;39;A153;3;A173;A201;2
104600929;30;A32;A43;1867.0;A65;A75;4.0;A93;A101;4.0;A123;58;A152;1;A173;A201;1
104600930;12;A33;A40;1344.0;A61;A73;4.0;A93;A101;2.0;A121;43;A152;2;A172;A201;1
104600931;24;A32;A42;1747.0;A61;A72;4.0;A93;A102;1.0;A122;24;A152;1;A172;A202;1
104600932;9;A32;A43;1670.0;A61;A72;4.0;A92;A101;2.0;A123;22;A152;1;A173;A201;2
104600933;9;A34;A40;1224.0;A61;A73;3.0;A93;A101;1.0;A121;30;A152;2;A173;A201;1
104600934;12;A34;A43;522.0;A63;A75;4.0;A93;A101;4.0;A122;42;A152;2;A173;A201;1
104600935;12;A32;A43;1498.0;A61;A73;4.0;A92;A101;1.0;A123;23;A152;1;A173;A201;1
104600936;30;A33;A43;1919.0;A62;A72;4.0;A93;A101;3.0;A124;30;A152;2;A174;A201;2
104600937;9;A32;A43;745.0;A61;A73;3.0;A92;A101;2.0;A121;28;A152;1;A172;A201;2
104600938;6;A32;A43;2063.0;A61;A72;4.0;A94;A101;3.0;A123;30;A151;1;A174;A201;1
104600939;60;A32;A46;6288.0;A61;A73;4.0;A93;A101;4.0;A124;42;A153;1;A173;A201;2
104600940;24;A34;A41;6842.0;A65;A73;2.0;A93;A101;4.0;A122;46;A152;2;A174;A201;1
104600941;12;A32;A40;3527.0;A65;A72;2.0;A93;A101;3.0;A122;45;A152;1;A174;A201;1
104600942;10;A32;A40;1546.0;A61;A73;3.0;A93;A101;2.0;A121;31;A152;1;A172;A202;1
104600943;24;A32;A42;929.0;A65;A74;4.0;A93;A101;2.0;A123;31;A152;1;A173;A201;1
104600944;4;A34;A40;1455.0;A61;A74;2.0;A93;A101;1.0;A121;42;A152;3;A172;A201;1
104600945;15;A32;A42;1845.0;A61;A72;4.0;A92;A103;1.0;A122;46;A151;1;A173;A201;1
104600946;48;A30;A40;8358.0;A63;A72;1.0;A92;A101;1.0;A123;30;A152;2;A173;A201;1
104600947;24;A31;A42;3349.0;A63;A72;4.0;A93;A101;4.0;A124;30;A153;1;A173;A201;2
104600948;12;A32;A40;2859.0;A65;A71;4.0;A93;A101;4.0;A124;38;A152;1;A174;A201;1
104600949;18;A32;A42;1533.0;A61;A72;4.0;A94;A102;1.0;A122;43;A152;1;A172;A201;2
104600950;24;A32;A43;3621.0;A62;A75;2.0;A93;A101;4.0;A123;31;A152;2;A173;A201;2
104600951;18;A34;A49;3590.0;A61;A71;3.0;A94;A101;3.0;A123;40;A152;3;A171;A201;1
104600952;36;A33;A49;2145.0;A61;A74;2.0;A93;A101;1.0;A123;24;A152;2;A173;A201;2
104600953;24;A32;A41;4113.0;A63;A72;3.0;A92;A101;4.0;A123;28;A151;1;A173;A201;2
104600954;36;A32;A42;10974.0;A61;A71;4.0;A92;A101;2.0;A123;26;A152;2;A174;A201;2
104600955;12;A32;A40;1893.0;A61;A73;4.0;A92;A103;4.0;A122;29;A152;1;A173;A201;1
104600956;24;A34;A43;1231.0;A64;A75;4.0;A92;A101;4.0;A122;57;A151;2;A174;A201;1
104600957;30;A34;A43;3656.0;A65;A75;4.0;A93;A101;4.0;A122;49;A152;2;A172;A201;1
104600958;9;A34;A43;1154.0;A61;A75;2.0;A93;A101;4.0;A121;37;A152;3;A172;A201;1
104600959;28;A32;A40;4006.0;A61;A73;3.0;A93;A101;2.0;A123;45;A152;1;A172;A201;2
104600960;24;A32;A42;3069.0;A62;A75;4.0;A93;A101;4.0;A124;30;A153;1;A173;A201;1
104600961;6;A34;A43;1740.0;A61;A75;2.0;A94;A101;2.0;A121;30;A151;2;A173;A201;1
104600962;21;A33;A40;2353.0;A61;A73;1.0;A91;A101;4.0;A122;47;A152;2;A173;A201;1
104600963;15;A32;A40;3556.0;A65;A73;3.0;A93;A101;2.0;A124;29;A152;1;A173;A201;1
104600964;24;A32;A43;2397.0;A63;A75;3.0;A93;A101;2.0;A123;35;A152;2;A173;A201;2
104600965;6;A32;A45;454.0;A61;A72;3.0;A94;A101;1.0;A122;22;A152;1;A172;A201;1
104600966;30;A32;A43;1715.0;A65;A73;4.0;A92;A101;1.0;A123;26;A152;1;A173;A201;1
104600967;27;A34;A43;2520.0;A63;A73;4.0;A93;A101;2.0;A122;23;A152;2;A172;A201;2
104600968;15;A32;A43;3568.0;A61;A75;4.0;A92;A101;2.0;A123;54;A151;1;A174;A201;1
104600969;42;A32;A43;7166.0;A65;A74;2.0;A94;A101;4.0;A122;29;A151;1;A173;A201;1
104600970;11;A34;A40;3939.0;A61;A73;1.0;A93;A101;2.0;A121;40;A152;2;A172;A201;1
104600971;15;A32;A45;1514.0;A62;A73;4.0;A93;A103;2.0;A121;22;A152;1;A173;A201;1
104600972;24;A32;A40;7393.0;A61;A73;1.0;A93;A101;4.0;A122;43;A152;1;A172;A201;1
104600973;24;A31;A40;1193.0;A61;A71;1.0;A92;A102;4.0;A124;29;A151;2;A171;A201;2
104600974;60;A32;A49;7297.0;A61;A75;4.0;A93;A102;4.0;A124;36;A151;1;A173;A201;2
104600975;30;A34;A43;2831.0;A61;A73;4.0;A92;A101;2.0;A123;33;A152;1;A173;A201;1
104600976;24;A32;A43;1258.0;A63;A73;3.0;A92;A101;3.0;A123;57;A152;1;A172;A201;1
104600977;6;A32;A43;753.0;A61;A73;2.0;A92;A103;3.0;A121;64;A152;1;A173;A201;1
104600978;18;A33;A49;2427.0;A65;A75;4.0;A93;A101;2.0;A122;42;A152;2;A173;A201;1
104600979;24;A33;A40;2538.0;A61;A75;4.0;A93;A101;4.0;A123;47;A152;2;A172;A201;2
104600980;15;A31;A40;1264.0;A62;A73;2.0;A94;A101;2.0;A122;25;A151;1;A173;A201;2
104600981;30;A34;A42;8386.0;A61;A74;2.0;A93;A101;2.0;A122;49;A152;1;A173;A201;2
104600982;48;A32;A49;4844.0;A61;A71;3.0;A93;A101;2.0;A123;33;A151;1;A174;A201;2
104600983;21;A32;A40;2923.0;A62;A73;1.0;A92;A101;1.0;A123;28;A152;1;A174;A201;1
104600984;36;A32;A41;8229.0;A61;A73;2.0;A93;A101;2.0;A122;26;A152;1;A173;A201;2
104600985;24;A34;A42;2028.0;A61;A74;2.0;A93;A101;2.0;A122;30;A152;2;A172;A201;1
104600986;15;A34;A42;1433.0;A61;A73;4.0;A92;A101;3.0;A122;25;A151;2;A173;A201;1
104600987;42;A30;A49;6289.0;A61;A72;2.0;A91;A101;1.0;A122;33;A152;2;A173;A201;1
104600988;13;A32;A43;1409.0;A62;A71;2.0;A92;A101;4.0;A121;64;A152;1;A173;A201;1
104600989;24;A32;A41;6579.0;A61;A71;4.0;A93;A101;2.0;A124;29;A153;1;A174;A201;1
104600990;24;A34;A43;1743.0;A61;A75;4.0;A93;A101;2.0;A122;48;A152;2;A172;A201;1
104600991;12;A34;A46;3565.0;A65;A72;2.0;A93;A101;1.0;A122;37;A152;2;A172;A201;1
104600992;15;A31;A43;1569.0;A62;A75;4.0;A93;A101;4.0;A123;34;A152;1;A172;A201;1
104600993;18;A32;A43;1936.0;A65;A74;2.0;A94;A101;4.0;A123;23;A151;2;A172;A201;1
104600994;36;A32;A42;3959.0;A61;A71;4.0;A93;A101;3.0;A122;30;A152;1;A174;A201;1
104600995;12;A32;A40;2390.0;A65;A75;4.0;A93;A101;3.0;A123;50;A152;1;A173;A201;1
104600996;12;A32;A42;1736.0;A61;A74;3.0;A92;A101;4.0;A121;31;A152;1;A172;A201;1
104600997;30;A32;A41;3857.0;A61;A73;4.0;A91;A101;4.0;A122;40;A152;1;A174;A201;1
104600998;12;A32;A43;804.0;A61;A75;4.0;A93;A101;4.0;A123;38;A152;1;A173;A201;1
104600999;45;A32;A43;1845.0;A61;A73;4.0;A93;A101;4.0;A124;23;A153;1;A173;A201;2
104601000;45;A34;A41;4576.0;A62;A71;3.0;A93;A101;4.0;A123;27;A152;1;A173;A201;1
